,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Bin Age
1197,20,No,Travel_Rarely,727,Sales,Near by,High School,Life Sciences,1680,Excellent,Male,54,Moderate,Beginner,Sales Representative,Poor,Single,2728,21082,1,No,11,3,Poor,No,2,3,Best,2,2,0,2,18-30
1198,33,No,Non-Travel,530,Sales,Far,Bacherlors,Life Sciences,1681,Best,Female,36,Moderate,Intermediate,Sales Executive,Excellent,Divorced,5368,16130,1,Yes,25,4,Best,Low,7,2,Best,6,5,1,2,31-45
1199,36,No,Travel_Rarely,1351,Research & Development,Faraway,Masters,Life Sciences,1682,Poor,Male,80,Moderate,Intermediate,Healthcare Representative,Best,Married,5347,7419,6,No,14,3,Good,Medium,10,2,Good,3,2,0,2,31-45
1200,44,No,Travel_Rarely,528,Human Resources,Near by,Bacherlors,Life Sciences,1683,Best,Female,44,Moderate,Beginner,Human Resources,Excellent,Divorced,3195,4167,4,Yes,18,3,Poor,High,8,2,Best,2,2,2,2,31-45
1201,23,Yes,Travel_Rarely,1320,Research & Development,Near by,High School,Medical,1684,Excellent,Male,93,Low,Beginner,Laboratory Technician,Best,Single,3989,20586,1,Yes,11,3,Poor,No,5,2,Best,5,4,1,2,18-30
1202,38,No,Travel_Rarely,1495,Research & Development,Near by,Higher Secondary,Medical,1687,Excellent,Female,87,Moderate,Beginner,Laboratory Technician,Best,Married,3306,26176,7,No,19,3,Excellent,Low,7,5,Good,0,0,0,0,31-45
1203,53,No,Travel_Rarely,1395,Research & Development,Faraway,Masters,Medical,1689,Good,Male,48,High,Experienced,Healthcare Representative,Excellent,Married,7005,3458,3,No,15,3,Best,No,11,2,Best,4,3,1,2,46-60
1204,48,Yes,Travel_Frequently,708,Sales,Near by,Higher Secondary,Medical,1691,Excellent,Female,95,Moderate,Beginner,Sales Representative,Best,Married,2655,11740,2,Yes,11,3,Best,Medium,19,3,Best,9,7,7,7,46-60
1205,32,Yes,Travel_Rarely,1259,Research & Development,Near by,Masters,Life Sciences,1692,Excellent,Male,95,Moderate,Beginner,Laboratory Technician,Good,Single,1393,24852,1,No,12,3,Poor,No,1,2,Best,1,0,0,0,31-45
1206,26,No,Non-Travel,786,Research & Development,Near by,Bacherlors,Medical,1693,Excellent,Male,76,Moderate,Beginner,Laboratory Technician,Excellent,Single,2570,11925,1,No,20,4,Best,No,7,5,Best,7,7,5,7,18-30
1207,55,No,Travel_Rarely,1441,Research & Development,Faraway,Bacherlors,Technical Degree,1694,Poor,Male,94,Low,Beginner,Research Scientist,Good,Divorced,3537,23737,5,No,12,3,Excellent,Low,8,1,Best,4,2,1,2,46-60
1208,34,No,Travel_Rarely,1157,Research & Development,Near by,Higher Secondary,Medical,1696,Good,Male,57,Low,Intermediate,Laboratory Technician,Excellent,Married,3986,11912,1,No,14,3,Best,Low,15,3,Excellent,15,10,4,13,31-45
1209,60,No,Travel_Rarely,370,Research & Development,Near by,Masters,Medical,1697,Best,Male,92,Very Low,Experienced,Healthcare Representative,Excellent,Divorced,10883,20467,3,No,20,4,Best,Low,19,2,Excellent,1,0,0,0,46-60
1210,33,No,Travel_Rarely,267,Research & Development,Faraway,Bacherlors,Medical,1698,Good,Male,79,High,Beginner,Laboratory Technician,Good,Married,2028,13637,1,No,18,3,Excellent,High,14,6,Best,14,11,2,13,31-45
1211,37,No,Travel_Frequently,1278,Sales,Near by,Masters,Medical,1700,Best,Male,31,Very Low,Intermediate,Sales Executive,Excellent,Divorced,9525,7677,1,No,14,3,Best,Medium,6,2,Good,6,3,1,3,31-45
1212,34,No,Travel_Rarely,678,Research & Development,Far,Bacherlors,Life Sciences,1701,Good,Female,35,Low,Beginner,Research Scientist,Excellent,Married,2929,20338,1,No,12,3,Good,No,10,3,Best,10,9,8,7,31-45
1213,23,Yes,Travel_Rarely,427,Sales,Near by,Bacherlors,Life Sciences,1702,Best,Male,99,Moderate,Beginner,Sales Representative,Excellent,Divorced,2275,25103,1,Yes,21,4,Good,Low,3,2,Best,3,2,0,2,18-30
1214,44,No,Travel_Rarely,921,Research & Development,Near by,Bacherlors,Life Sciences,1703,Best,Female,96,High,Experienced,Healthcare Representative,Excellent,Married,7879,14810,1,Yes,19,3,Good,Low,9,2,Best,8,7,6,7,31-45
1215,35,No,Travel_Frequently,146,Research & Development,Near by,Masters,Medical,1704,Poor,Male,79,Low,Beginner,Research Scientist,Excellent,Single,4930,13970,0,Yes,14,3,Best,No,6,2,Excellent,5,4,1,4,31-45
1216,43,No,Travel_Rarely,1179,Sales,Near by,Bacherlors,Medical,1706,Excellent,Male,73,Moderate,Intermediate,Sales Executive,Excellent,Married,7847,6069,1,Yes,17,3,Poor,Low,10,3,Best,10,9,8,8,31-45
1217,24,No,Travel_Rarely,581,Research & Development,Near by,Bacherlors,Medical,1707,Best,Male,62,High,Beginner,Research Scientist,Best,Married,4401,17616,1,No,16,3,Excellent,Low,5,1,Best,5,3,0,4,18-30
1218,41,No,Travel_Rarely,918,Sales,Near by,Bacherlors,Marketing,1708,Excellent,Male,35,Moderate,Experienced,Sales Executive,Best,Single,9241,15869,1,No,12,3,Good,No,10,3,Best,10,8,8,7,31-45
1219,29,No,Travel_Rarely,1082,Research & Development,Near by,Masters,Medical,1709,Excellent,Female,43,Moderate,Beginner,Laboratory Technician,Best,Married,2974,25412,9,No,17,3,Best,Low,9,2,Best,5,3,1,2,18-30
1220,36,No,Travel_Rarely,530,Sales,Near by,Masters,Life Sciences,1710,Best,Female,51,Moderate,Intermediate,Sales Representative,Excellent,Single,4502,7439,3,No,15,3,Best,No,17,2,Good,13,7,6,7,31-45
1221,45,No,Non-Travel,1238,Research & Development,Near by,High School,Life Sciences,1712,Best,Male,74,Low,Experienced,Healthcare Representative,Best,Married,10748,3395,3,No,23,4,Excellent,Low,25,3,Good,23,15,14,4,31-45
1222,24,Yes,Travel_Rarely,240,Human Resources,Faraway,High School,Human Resources,1714,Excellent,Male,58,Very Low,Beginner,Human Resources,Best,Married,1555,11585,1,No,11,3,Best,Low,1,2,Best,1,0,0,0,18-30
1223,47,Yes,Travel_Frequently,1093,Sales,Near by,Bacherlors,Life Sciences,1716,Best,Male,82,Very Low,Advanced,Sales Executive,Best,Married,12936,24164,7,No,11,3,Best,No,25,3,Poor,23,5,14,10,46-60
1224,26,No,Travel_Rarely,390,Research & Development,Far,Masters,Medical,1718,Excellent,Male,62,Very Low,Beginner,Laboratory Technician,Best,Married,2305,6217,1,No,15,3,Best,High,3,3,Excellent,3,2,0,2,18-30
1225,45,No,Travel_Rarely,1005,Research & Development,Faraway,Higher Secondary,Technical Degree,1719,Excellent,Female,48,Low,Advanced,Research Director,Good,Single,16704,17119,1,No,11,3,Best,No,21,2,Best,21,6,8,6,31-45
1226,32,No,Travel_Frequently,585,Research & Development,Near by,Bacherlors,Life Sciences,1720,Poor,Male,56,Moderate,Beginner,Research Scientist,Best,Married,3433,17360,6,No,13,3,Poor,Low,10,3,Good,5,2,1,3,31-45
1227,31,No,Travel_Rarely,741,Research & Development,Near by,Masters,Life Sciences,1721,Good,Male,69,Moderate,Beginner,Laboratory Technician,Best,Married,3477,18103,1,No,14,3,Excellent,Low,6,2,Excellent,5,2,0,3,31-45
1228,41,No,Non-Travel,552,Human Resources,Near by,Bacherlors,Human Resources,1722,Best,Male,60,Very Low,Intermediate,Human Resources,Good,Married,6430,20794,6,No,19,3,Good,Low,10,4,Best,3,2,1,2,31-45
1229,40,No,Travel_Rarely,369,Research & Development,Near by,Higher Secondary,Life Sciences,1724,Good,Female,92,Moderate,Intermediate,Manufacturing Director,Poor,Married,6516,5041,2,Yes,16,3,Good,Low,18,3,Best,1,0,0,0,31-45
1230,24,No,Travel_Rarely,506,Research & Development,Faraway,High School,Medical,1725,Good,Male,91,Moderate,Beginner,Laboratory Technician,Poor,Divorced,3907,3622,1,No,13,3,Good,High,6,2,Excellent,6,2,1,2,18-30
1231,46,No,Travel_Rarely,717,Research & Development,Far,Masters,Life Sciences,1727,Best,Male,34,Moderate,Intermediate,Healthcare Representative,Good,Single,5562,9697,6,No,14,3,Excellent,No,19,3,Best,10,7,0,9,46-60
1232,35,No,Travel_Rarely,1370,Research & Development,Faraway,Masters,Life Sciences,1728,Excellent,Male,49,Moderate,Intermediate,Manufacturing Director,Best,Married,6883,5151,2,No,16,3,Good,Low,17,3,Best,7,7,0,7,31-45
1233,30,No,Travel_Rarely,793,Research & Development,Far,High School,Life Sciences,1729,Good,Male,33,Moderate,Beginner,Research Scientist,Excellent,Married,2862,3811,1,No,12,3,Good,Low,10,2,Good,10,0,0,8,18-30
1234,47,No,Non-Travel,543,Sales,Near by,Masters,Marketing,1731,Best,Male,87,Moderate,Intermediate,Sales Executive,Good,Married,4978,3536,7,No,11,3,Excellent,Low,4,3,Poor,1,0,0,0,46-60
1235,46,No,Travel_Rarely,1277,Sales,Near by,Bacherlors,Life Sciences,1732,Best,Male,74,Moderate,Experienced,Sales Executive,Excellent,Divorced,10368,5596,4,Yes,12,3,Good,Low,13,5,Good,10,6,0,3,46-60
1236,36,Yes,Travel_Rarely,1456,Sales,Far,Doctorate,Marketing,1733,Good,Male,96,Low,Intermediate,Sales Executive,Poor,Divorced,6134,8658,5,Yes,13,3,Good,High,16,3,Best,2,2,2,2,31-45
1237,32,Yes,Travel_Rarely,964,Sales,Near by,Higher Secondary,Life Sciences,1734,Poor,Male,34,Very Low,Intermediate,Sales Executive,Good,Single,6735,12147,6,No,15,3,Good,No,10,2,Best,0,0,0,0,31-45
1238,23,No,Travel_Rarely,160,Research & Development,Near by,High School,Medical,1735,Best,Female,51,Moderate,Beginner,Laboratory Technician,Good,Single,3295,12862,1,No,13,3,Best,No,3,3,Poor,3,2,1,2,18-30
1239,31,No,Travel_Frequently,163,Research & Development,Faraway,High School,Technical Degree,1736,Excellent,Female,30,Moderate,Intermediate,Manufacturing Director,Excellent,Single,5238,6670,2,No,20,4,Excellent,No,9,3,Good,5,4,1,4,31-45
1240,39,No,Non-Travel,792,Research & Development,Near by,Bacherlors,Life Sciences,1737,Excellent,Male,77,Moderate,Intermediate,Laboratory Technician,Excellent,Married,6472,8989,1,Yes,15,3,Excellent,Low,9,2,Best,9,8,5,8,31-45
1241,32,No,Travel_Rarely,371,Sales,Far,Bacherlors,Life Sciences,1739,Excellent,Male,80,Very Low,Experienced,Sales Executive,Best,Married,9610,3840,3,No,13,3,Best,Low,10,2,Poor,4,3,0,2,31-45
1242,40,No,Travel_Rarely,611,Sales,Near by,Masters,Medical,1740,Good,Male,88,Moderate,Expert,Manager,Good,Single,19833,4349,1,No,14,3,Good,No,21,3,Good,21,8,12,8,31-45
1243,45,No,Travel_Rarely,176,Human Resources,Near by,Bacherlors,Life Sciences,1744,Best,Female,56,Very Low,Experienced,Human Resources,Best,Married,9756,6595,4,No,21,4,Best,Medium,9,2,Excellent,5,0,0,3,31-45
1244,30,No,Travel_Frequently,1312,Research & Development,Near by,Masters,Technical Degree,1745,Excellent,Female,78,Low,Beginner,Research Scientist,Poor,Single,4968,26427,0,No,16,3,Excellent,No,10,2,Best,9,7,0,7,18-30
1245,24,No,Travel_Frequently,897,Human Resources,Near by,Bacherlors,Medical,1746,Poor,Male,59,Moderate,Beginner,Human Resources,Excellent,Married,2145,2097,0,No,14,3,Excellent,Low,3,2,Best,2,2,2,1,18-30
1246,30,Yes,Travel_Frequently,600,Human Resources,Near by,Bacherlors,Human Resources,1747,Best,Female,66,Low,Beginner,Human Resources,Excellent,Divorced,2180,9732,6,No,11,3,Best,Low,6,0,Good,4,2,1,2,18-30
1247,31,No,Travel_Rarely,1003,Sales,Near by,Bacherlors,Technical Degree,1749,Poor,Male,51,Moderate,Intermediate,Sales Executive,Best,Married,8346,20943,1,No,19,3,Best,Low,6,3,Best,5,2,0,2,31-45
1248,27,No,Travel_Rarely,1054,Research & Development,Near by,Bacherlors,Medical,1751,Best,Female,67,Moderate,Beginner,Research Scientist,Excellent,Single,3445,6152,1,No,11,3,Best,No,6,5,Good,6,2,1,4,18-30
1249,29,Yes,Travel_Rarely,428,Sales,Near by,Bacherlors,Marketing,1752,Good,Female,52,Very Low,Beginner,Sales Representative,Good,Single,2760,14630,1,No,13,3,Best,No,2,3,Best,2,2,2,2,18-30
1250,29,No,Travel_Frequently,461,Research & Development,Near by,Bacherlors,Life Sciences,1753,Excellent,Male,70,High,Intermediate,Healthcare Representative,Best,Single,6294,23060,8,Yes,12,3,Excellent,No,10,5,Excellent,3,2,0,2,18-30
1251,30,No,Travel_Rarely,979,Sales,Far,Higher Secondary,Marketing,1754,Best,Male,94,Low,Experienced,Sales Executive,Poor,Divorced,7140,3088,2,No,11,3,Poor,Low,12,2,Best,7,7,1,7,18-30
1252,34,No,Travel_Rarely,181,Research & Development,Near by,Masters,Medical,1755,Excellent,Male,97,High,Beginner,Research Scientist,Excellent,Married,2932,5586,0,Yes,14,3,Poor,High,6,3,Best,5,0,1,2,31-45
1253,33,No,Non-Travel,1283,Sales,Near by,Bacherlors,Marketing,1756,Excellent,Female,62,Moderate,Intermediate,Sales Executive,Good,Single,5147,10697,8,No,15,3,Excellent,No,13,2,Good,11,7,1,7,31-45
1254,49,No,Travel_Rarely,1313,Sales,Far,Masters,Marketing,1757,Excellent,Female,80,Moderate,Intermediate,Sales Executive,Excellent,Single,4507,8191,3,No,12,3,Best,No,8,1,Excellent,5,1,0,4,46-60
1255,33,Yes,Travel_Rarely,211,Sales,Far,Bacherlors,Life Sciences,1758,Poor,Female,74,Moderate,Experienced,Sales Executive,Poor,Single,8564,10092,2,Yes,20,4,Best,No,11,2,Good,0,0,0,0,31-45
1256,38,No,Travel_Frequently,594,Research & Development,Near by,Higher Secondary,Medical,1760,Best,Female,75,Low,Beginner,Laboratory Technician,Good,Married,2468,15963,4,No,14,3,Good,Low,9,4,Good,6,1,0,5,31-45
1257,31,Yes,Travel_Rarely,1079,Sales,Far,Masters,Marketing,1761,Poor,Male,70,Moderate,Experienced,Sales Executive,Best,Married,8161,19002,2,No,13,3,Poor,High,10,2,Best,1,0,0,0,31-45
1258,29,No,Travel_Rarely,590,Research & Development,Near by,Bacherlors,Technical Degree,1762,Excellent,Female,91,Low,Beginner,Research Scientist,Poor,Divorced,2109,10007,1,No,13,3,Best,Low,1,2,Best,1,0,0,0,18-30
1259,30,No,Travel_Rarely,305,Research & Development,Far,Bacherlors,Life Sciences,1763,Best,Male,58,High,Intermediate,Healthcare Representative,Best,Married,5294,9128,3,No,16,3,Best,Low,10,3,Best,7,0,1,7,18-30
1260,32,No,Non-Travel,953,Research & Development,Near by,Masters,Technical Degree,1764,Good,Male,65,Moderate,Beginner,Research Scientist,Good,Single,2718,17674,2,No,14,3,Good,No,12,3,Best,7,7,0,7,31-45
1261,38,No,Travel_Rarely,833,Research & Development,Far,Bacherlors,Medical,1766,Good,Male,60,Very Low,Intermediate,Healthcare Representative,Excellent,Married,5811,24539,3,Yes,16,3,Best,Low,15,2,Best,1,0,1,0,31-45
1262,43,Yes,Travel_Frequently,807,Research & Development,Far,Bacherlors,Technical Degree,1767,Best,Male,38,Low,Beginner,Research Scientist,Best,Married,2437,15587,9,Yes,16,3,Excellent,Low,6,4,Best,1,0,0,0,31-45
1263,42,No,Travel_Rarely,855,Research & Development,Far,Bacherlors,Medical,1768,Good,Male,57,Moderate,Beginner,Laboratory Technician,Good,Divorced,2766,8952,8,No,22,4,Good,High,7,6,Good,5,3,0,4,31-45
1264,55,No,Travel_Rarely,478,Research & Development,Near by,Bacherlors,Medical,1770,Best,Male,60,Low,Expert,Research Director,Poor,Married,19038,19805,8,No,12,3,Good,High,34,2,Best,1,0,0,0,46-60
1265,33,No,Non-Travel,775,Research & Development,Near by,Bacherlors,Technical Degree,1771,Excellent,Male,90,Moderate,Intermediate,Research Scientist,Good,Divorced,3055,6194,5,No,15,3,Excellent,Medium,11,2,Good,9,8,1,7,31-45
1266,41,No,Travel_Rarely,548,Research & Development,Near by,Masters,Life Sciences,1772,Best,Male,94,Moderate,Beginner,Laboratory Technician,Poor,Divorced,2289,20520,1,No,20,4,Good,Medium,5,2,Best,5,3,0,4,31-45
1267,34,No,Non-Travel,1375,Sales,Near by,Bacherlors,Life Sciences,1774,Excellent,Male,87,Moderate,Intermediate,Sales Executive,Best,Divorced,4001,12313,1,Yes,14,3,Best,Low,15,3,Best,15,14,0,7,31-45
1268,53,No,Non-Travel,661,Research & Development,Near by,Masters,Medical,1775,Poor,Female,60,Low,Advanced,Manufacturing Director,Best,Married,12965,22308,4,Yes,20,4,Excellent,High,27,2,Good,3,2,0,2,46-60
1269,43,No,Travel_Rarely,244,Human Resources,Near by,Bacherlors,Life Sciences,1778,Good,Male,97,Moderate,Beginner,Human Resources,Excellent,Single,3539,5033,0,No,13,3,Good,No,10,5,Best,9,7,1,8,31-45
1270,34,No,Travel_Rarely,511,Sales,Near by,Higher Secondary,Life Sciences,1779,Excellent,Female,32,Very Low,Intermediate,Sales Executive,Excellent,Single,6029,25353,5,No,12,3,Poor,No,6,3,Best,2,2,2,2,31-45
1271,21,Yes,Travel_Rarely,337,Sales,Near by,High School,Marketing,1780,Good,Male,31,Moderate,Beginner,Sales Representative,Good,Single,2679,4567,1,No,13,3,Good,No,1,3,Best,1,0,1,0,18-30
1272,38,No,Travel_Rarely,1153,Research & Development,Near by,Higher Secondary,Other,1782,Excellent,Female,40,Low,Beginner,Laboratory Technician,Best,Married,3702,16376,1,No,11,3,Good,Low,5,3,Best,5,4,0,4,31-45
1273,22,Yes,Travel_Rarely,1294,Research & Development,Near by,High School,Medical,1783,Best,Female,79,Moderate,Beginner,Laboratory Technician,Poor,Married,2398,15999,1,Yes,17,3,Best,No,1,6,Best,1,0,0,0,18-30
1274,31,No,Travel_Rarely,196,Sales,Faraway,Masters,Marketing,1784,Poor,Female,91,Low,Intermediate,Sales Executive,Excellent,Married,5468,13402,1,No,14,3,Poor,Medium,13,3,Best,12,7,5,7,31-45
1275,51,No,Travel_Rarely,942,Research & Development,Near by,Bacherlors,Technical Degree,1786,Poor,Female,53,Moderate,Experienced,Manager,Best,Married,13116,22984,2,No,11,3,Excellent,No,15,2,Best,2,2,2,2,46-60
1276,37,No,Travel_Rarely,589,Sales,Near by,Higher Secondary,Marketing,1787,Good,Male,46,Low,Intermediate,Sales Executive,Good,Married,4189,8800,1,No,14,3,Poor,Medium,5,2,Best,5,2,0,3,31-45
1277,46,No,Travel_Rarely,734,Research & Development,Near by,Masters,Medical,1789,Best,Male,46,Moderate,Expert,Research Director,Excellent,Divorced,19328,14218,7,Yes,17,3,Best,Low,24,3,Best,2,1,2,2,46-60
1278,36,No,Travel_Rarely,1383,Research & Development,Near by,Bacherlors,Life Sciences,1790,Excellent,Male,90,Moderate,Experienced,Healthcare Representative,Poor,Married,8321,25949,7,Yes,13,3,Excellent,Low,15,1,Best,12,8,5,7,31-45
1279,44,Yes,Travel_Frequently,429,Research & Development,Near by,Higher Secondary,Medical,1792,Best,Male,99,Moderate,Beginner,Research Scientist,Good,Divorced,2342,11092,1,Yes,12,3,Best,High,6,2,Good,5,3,2,3,31-45
1280,37,No,Travel_Rarely,1239,Human Resources,Near by,Higher Secondary,Other,1794,Best,Male,89,Moderate,Intermediate,Human Resources,Good,Divorced,4071,12832,2,No,13,3,Best,No,19,4,Good,10,0,4,7,31-45
1281,35,Yes,Travel_Rarely,303,Sales,Faraway,Bacherlors,Life Sciences,1797,Best,Male,84,Moderate,Intermediate,Sales Executive,Excellent,Single,5813,13492,1,Yes,18,3,Excellent,No,10,2,Best,10,7,7,7,31-45
1282,33,No,Travel_Rarely,867,Research & Development,Near by,Masters,Life Sciences,1798,Excellent,Male,90,High,Beginner,Research Scientist,Poor,Married,3143,6076,6,No,19,3,Good,Low,14,1,Best,10,8,7,6,31-45
1283,28,No,Travel_Rarely,1181,Research & Development,Near by,Bacherlors,Life Sciences,1799,Best,Male,82,Moderate,Beginner,Research Scientist,Excellent,Married,2044,5531,1,No,11,3,Best,Low,5,6,Excellent,5,3,0,3,18-30
1284,39,No,Travel_Rarely,1253,Research & Development,Near by,High School,Medical,1800,Best,Male,65,Moderate,Experienced,Research Director,Best,Single,13464,7914,7,No,21,4,Best,No,9,3,Best,4,3,2,2,31-45
1285,46,No,Non-Travel,849,Sales,Faraway,Higher Secondary,Life Sciences,1801,Good,Male,98,Low,Intermediate,Sales Executive,Good,Single,7991,25166,8,No,15,3,Best,No,6,3,Best,2,2,2,2,46-60
1286,40,No,Travel_Rarely,616,Research & Development,Near by,Higher Secondary,Life Sciences,1802,Best,Female,99,Moderate,Beginner,Laboratory Technician,Poor,Married,3377,25605,4,No,17,3,Excellent,Low,7,5,Good,4,3,0,2,31-45
1287,42,No,Travel_Rarely,1128,Research & Development,Far,Bacherlors,Medical,1803,Good,Male,95,High,Intermediate,Healthcare Representative,Poor,Married,5538,5696,5,No,18,3,Best,Medium,10,2,Good,0,0,0,0,31-45
1288,35,No,Non-Travel,1180,Research & Development,Near by,Higher Secondary,Medical,1804,Good,Male,90,Moderate,Intermediate,Manufacturing Director,Excellent,Divorced,5762,24442,2,No,14,3,Best,Low,15,6,Best,7,7,1,7,31-45
1289,38,No,Non-Travel,1336,Human Resources,Near by,Bacherlors,Human Resources,1805,Poor,Male,100,Moderate,Beginner,Human Resources,Good,Divorced,2592,7129,5,No,13,3,Excellent,High,13,3,Best,11,10,3,8,31-45
1290,34,Yes,Travel_Frequently,234,Research & Development,Near by,Masters,Life Sciences,1807,Excellent,Male,93,Moderate,Intermediate,Laboratory Technician,Poor,Married,5346,6208,4,No,17,3,Best,Low,11,3,Good,7,1,0,7,31-45
1291,37,Yes,Travel_Rarely,370,Research & Development,Near by,Masters,Medical,1809,Excellent,Male,58,Moderate,Intermediate,Manufacturing Director,Poor,Single,4213,4992,1,No,15,3,Good,No,10,4,Poor,10,3,0,8,31-45
1292,39,No,Travel_Frequently,766,Sales,Far,Bacherlors,Life Sciences,1812,Best,Male,83,Moderate,Intermediate,Sales Executive,Excellent,Divorced,4127,19188,2,No,18,3,Excellent,Low,7,6,Best,2,1,2,2,31-45
1293,43,No,Non-Travel,343,Research & Development,Near by,Bacherlors,Life Sciences,1813,Poor,Male,52,Moderate,Beginner,Research Scientist,Best,Single,2438,24978,4,No,13,3,Best,No,7,2,Good,3,2,1,2,31-45
1294,41,No,Travel_Rarely,447,Research & Development,Near by,Bacherlors,Life Sciences,1814,Good,Male,85,High,Intermediate,Healthcare Representative,Good,Single,6870,15530,3,No,12,3,Poor,No,11,3,Poor,3,2,1,2,31-45
1295,41,No,Travel_Rarely,796,Sales,Near by,High School,Marketing,1815,Best,Female,81,Moderate,Experienced,Sales Executive,Best,Divorced,10447,26458,0,Yes,13,3,Excellent,Low,23,3,Excellent,22,14,13,5,31-45
1296,30,No,Travel_Rarely,1092,Research & Development,Near by,Bacherlors,Medical,1816,Poor,Female,64,Moderate,Experienced,Manufacturing Director,Best,Single,9667,2739,9,No,14,3,Good,No,9,3,Best,7,7,0,2,18-30
1297,26,Yes,Travel_Rarely,920,Human Resources,Far,Higher Secondary,Medical,1818,Excellent,Female,69,Moderate,Beginner,Human Resources,Good,Married,2148,6889,0,Yes,11,3,Best,No,6,3,Best,5,1,1,4,18-30
1298,46,Yes,Travel_Rarely,261,Research & Development,Faraway,Higher Secondary,Medical,1821,Excellent,Female,66,Moderate,Intermediate,Healthcare Representative,Good,Married,8926,10842,4,No,22,4,Excellent,Low,13,2,Excellent,9,7,3,7,46-60
1299,40,No,Travel_Rarely,1194,Research & Development,Near by,Bacherlors,Life Sciences,1822,Best,Female,52,Moderate,Intermediate,Healthcare Representative,Excellent,Divorced,6513,9060,4,No,17,3,Excellent,Low,12,3,Best,5,3,0,3,31-45
1300,34,No,Travel_Rarely,810,Sales,Near by,Higher Secondary,Technical Degree,1823,Good,Male,92,High,Intermediate,Sales Executive,Best,Married,6799,22128,1,No,21,4,Best,Medium,10,5,Best,10,8,4,8,31-45
1301,58,No,Non-Travel,350,Sales,Near by,Bacherlors,Medical,1824,Good,Male,52,Moderate,Advanced,Manager,Good,Divorced,16291,22577,4,No,22,4,Excellent,Low,37,0,Good,16,9,14,14,46-60
1302,35,No,Travel_Rarely,185,Research & Development,Faraway,Masters,Medical,1826,Good,Male,91,Very Low,Beginner,Laboratory Technician,Best,Married,2705,9696,0,No,16,3,Good,Low,6,2,Excellent,5,4,0,3,31-45
1303,47,No,Travel_Rarely,1001,Research & Development,Near by,Bacherlors,Life Sciences,1827,Best,Female,92,Low,Experienced,Manufacturing Director,Good,Divorced,10333,19271,8,Yes,12,3,Best,Low,28,4,Best,22,11,14,10,46-60
1304,40,No,Travel_Rarely,750,Research & Development,Far,Bacherlors,Life Sciences,1829,Good,Female,47,Moderate,Intermediate,Healthcare Representative,Poor,Divorced,4448,10748,2,No,12,3,Good,Low,15,3,Best,7,4,7,7,31-45
1305,54,No,Travel_Rarely,431,Research & Development,Near by,Masters,Medical,1830,Excellent,Female,68,Moderate,Intermediate,Research Scientist,Excellent,Married,6854,15696,4,No,15,3,Good,Low,14,2,Good,7,1,1,7,46-60
1306,31,No,Travel_Frequently,1125,Sales,Near by,Masters,Marketing,1833,Poor,Female,68,Moderate,Experienced,Sales Executive,Poor,Married,9637,8277,2,No,14,3,Excellent,Medium,9,3,Best,3,2,2,2,31-45
1307,28,No,Travel_Rarely,1217,Research & Development,Near by,Bacherlors,Medical,1834,Best,Female,67,Moderate,Beginner,Research Scientist,Poor,Married,3591,12719,1,No,25,4,Best,Low,3,3,Best,3,2,1,2,18-30
1308,38,No,Travel_Rarely,723,Sales,Near by,Masters,Marketing,1835,Good,Female,77,Very Low,Intermediate,Sales Representative,Excellent,Married,5405,4244,2,Yes,20,4,Poor,Medium,20,4,Good,4,2,0,3,31-45
1309,26,No,Travel_Rarely,572,Sales,Near by,Bacherlors,Medical,1836,Best,Male,46,Moderate,Intermediate,Sales Executive,Excellent,Single,4684,9125,1,No,13,3,Poor,No,5,4,Best,5,3,1,2,18-30
1310,58,No,Travel_Frequently,1216,Research & Development,Far,Masters,Life Sciences,1837,Poor,Male,87,Moderate,Advanced,Research Director,Best,Married,15787,21624,2,Yes,14,3,Good,No,23,3,Best,2,2,2,2,46-60
1311,18,No,Non-Travel,1431,Research & Development,Far,Bacherlors,Medical,1839,Good,Female,33,Moderate,Beginner,Research Scientist,Best,Single,1514,8018,1,No,16,3,Best,No,0,4,Poor,0,0,0,0,18-30
1312,31,Yes,Travel_Rarely,359,Human Resources,Far,Doctorate,Human Resources,1842,Excellent,Male,89,High,Beginner,Human Resources,Poor,Married,2956,21495,0,No,17,3,Best,No,2,4,Best,1,0,0,0,31-45
1313,29,Yes,Travel_Rarely,350,Human Resources,Far,Bacherlors,Human Resources,1844,Poor,Male,56,Low,Beginner,Human Resources,Poor,Divorced,2335,3157,4,Yes,15,3,Excellent,High,4,3,Best,2,2,2,0,18-30
1314,45,No,Non-Travel,589,Sales,Near by,Masters,Life Sciences,1845,Best,Female,67,Moderate,Intermediate,Sales Executive,Best,Married,5154,19665,4,No,22,4,Good,Medium,10,3,Excellent,8,7,5,7,31-45
1315,36,No,Travel_Rarely,430,Research & Development,Near by,Masters,Other,1847,Excellent,Female,73,Moderate,Intermediate,Research Scientist,Good,Married,6962,19573,4,Yes,22,4,Excellent,Low,15,2,Best,1,0,0,0,31-45
